Date,Close
04/01/2019,1.369
05/01/2019,1.37
06/01/2019,1.371
07/01/2019,1.372
08/01/2019,1.373
09/01/2019,1.374
10/01/2019,1.375
11/01/2019,1.376
12/01/2019,1.377
13/01/2019,1.378
14/01/2019,1.379
15/01/2019,1.38
16/01/2019,1.381
17/01/2019,1.382
18/01/2019,1.383
19/01/2019,1.384
20/01/2019,1.385
21/01/2019,1.386
22/01/2019,1.387
23/01/2019,1.388
24/01/2019,1.389
25/01/2019,1.39
26/01/2019,1.391
27/01/2019,1.392
28/01/2019,1.393
29/01/2019,1.394
30/01/2019,1.395
31/01/2019,1.396
01/02/2019,1.397
02/02/2019,1.398
03/02/2019,1.399
04/02/2019,1.4
05/02/2019,1.401
06/02/2019,1.402
07/02/2019,1.403
08/02/2019,1.404
09/02/2019,1.405
10/02/2019,1.406
11/02/2019,1.407
12/02/2019,1.408
13/02/2019,1.409
14/02/2019,1.41
15/02/2019,1.411
16/02/2019,1.412
17/02/2019,1.413
18/02/2019,1.414
19/02/2019,1.415
20/02/2019,1.416
21/02/2019,1.417
22/02/2019,1.418
23/02/2019,1.419
24/02/2019,1.42
25/02/2019,1.421
26/02/2019,1.422
27/02/2019,1.423
28/02/2019,1.424
01/03/2019,1.425
02/03/2019,1.426
03/03/2019,1.427
04/03/2019,1.428
05/03/2019,1.429
06/03/2019,1.43
07/03/2019,1.431
08/03/2019,1.432
09/03/2019,1.433
10/03/2019,1.434
11/03/2019,1.435
12/03/2019,1.436
13/03/2019,1.437
14/03/2019,1.438
15/03/2019,1.439
16/03/2019,1.44
17/03/2019,1.441
18/03/2019,1.442
19/03/2019,1.443
20/03/2019,1.444
21/03/2019,1.445
22/03/2019,1.446
23/03/2019,1.447
24/03/2019,1.448
25/03/2019,1.449
26/03/2019,1.45
27/03/2019,1.451
28/03/2019,1.452
29/03/2019,1.453
30/03/2019,1.454
31/03/2019,1.455
01/04/2019,1.456
02/04/2019,1.457
03/04/2019,1.458
04/04/2019,1.459
05/04/2019,1.46
06/04/2019,1.461
07/04/2019,1.462
08/04/2019,1.463
09/04/2019,1.464
10/04/2019,1.465
11/04/2019,1.466
12/04/2019,1.467
13/04/2019,1.468
14/04/2019,1.469
15/04/2019,1.47
16/04/2019,1.471
17/04/2019,1.472
18/04/2019,1.473
19/04/2019,1.474
20/04/2019,1.475
21/04/2019,1.476
22/04/2019,1.477
23/04/2019,1.478
24/04/2019,1.479
25/04/2019,1.48
26/04/2019,1.481
27/04/2019,1.482
28/04/2019,1.483
29/04/2019,1.484
30/04/2019,1.485
01/05/2019,1.486
02/05/2019,1.487
03/05/2019,1.488
04/05/2019,1.489
05/05/2019,1.49
06/05/2019,1.491
07/05/2019,1.492
08/05/2019,1.493
09/05/2019,1.494
10/05/2019,1.495
11/05/2019,1.496
12/05/2019,1.497
13/05/2019,1.498
14/05/2019,1.499
15/05/2019,1.5
16/05/2019,1.501
17/05/2019,1.502
18/05/2019,1.503
19/05/2019,1.504
20/05/2019,1.505
21/05/2019,1.506
22/05/2019,1.507
23/05/2019,1.508
24/05/2019,1.509
25/05/2019,1.51
26/05/2019,1.511
27/05/2019,1.512
28/05/2019,1.513
29/05/2019,1.514
30/05/2019,1.515
31/05/2019,1.516
01/06/2019,1.517
02/06/2019,1.518
03/06/2019,1.519
04/06/2019,1.52
05/06/2019,1.521
06/06/2019,1.522
07/06/2019,1.523
08/06/2019,1.524
09/06/2019,1.525
10/06/2019,1.526
11/06/2019,1.527
12/06/2019,1.528
13/06/2019,1.529
14/06/2019,1.53
15/06/2019,1.531
16/06/2019,1.532
17/06/2019,1.533
18/06/2019,1.534
19/06/2019,1.535
20/06/2019,1.536
21/06/2019,1.537
22/06/2019,1.538
23/06/2019,1.539
24/06/2019,1.54
25/06/2019,1.541
26/06/2019,1.542
27/06/2019,1.543
28/06/2019,1.544
29/06/2019,1.545
30/06/2019,1.546
01/07/2019,1.547
02/07/2019,1.548
03/07/2019,1.549
04/07/2019,1.55
05/07/2019,1.551
06/07/2019,1.552
07/07/2019,1.553
08/07/2019,1.554
09/07/2019,1.555
10/07/2019,1.556
11/07/2019,1.557
12/07/2019,1.558
13/07/2019,1.559
14/07/2019,1.56
15/07/2019,1.561
16/07/2019,1.562
17/07/2019,1.563
18/07/2019,1.564
19/07/2019,1.565
20/07/2019,1.566
21/07/2019,1.567
22/07/2019,1.568
23/07/2019,1.569
24/07/2019,1.57
25/07/2019,1.571
26/07/2019,1.572
27/07/2019,1.573
28/07/2019,1.574
29/07/2019,1.575
30/07/2019,1.576
31/07/2019,1.577
01/08/2019,1.578
02/08/2019,1.579
03/08/2019,1.58
04/08/2019,1.581
05/08/2019,1.582
06/08/2019,1.583
07/08/2019,1.584
08/08/2019,1.585
09/08/2019,1.586
10/08/2019,1.587
11/08/2019,1.588
12/08/2019,1.589
13/08/2019,1.59
14/08/2019,1.591
15/08/2019,1.592
16/08/2019,1.593
17/08/2019,1.594
18/08/2019,1.595
19/08/2019,1.596
20/08/2019,1.597
21/08/2019,1.598
22/08/2019,1.599
23/08/2019,1.6
24/08/2019,1.601
25/08/2019,1.602
26/08/2019,1.603
27/08/2019,1.604
28/08/2019,1.605
29/08/2019,1.606
30/08/2019,1.607
31/08/2019,1.608
01/09/2019,1.609
02/09/2019,1.61
03/09/2019,1.611
04/09/2019,1.612
05/09/2019,1.613
06/09/2019,1.614
07/09/2019,1.615
08/09/2019,1.616
09/09/2019,1.617
10/09/2019,1.618
11/09/2019,1.619
12/09/2019,1.62
13/09/2019,1.621
14/09/2019,1.622
15/09/2019,1.623
16/09/2019,1.624
17/09/2019,1.625
18/09/2019,1.626
19/09/2019,1.627
20/09/2019,1.628
21/09/2019,1.629
22/09/2019,1.63
23/09/2019,1.631
24/09/2019,1.632
25/09/2019,1.633
26/09/2019,1.634
27/09/2019,1.635
28/09/2019,1.636
29/09/2019,1.637
30/09/2019,1.638
01/10/2019,1.639
02/10/2019,1.64
03/10/2019,1.641
04/10/2019,1.642
05/10/2019,1.643
06/10/2019,1.644
07/10/2019,1.645
08/10/2019,1.646
09/10/2019,1.647
10/10/2019,1.648
11/10/2019,1.649
12/10/2019,1.65
13/10/2019,1.651
14/10/2019,1.652
15/10/2019,1.653
16/10/2019,1.654
17/10/2019,1.655
18/10/2019,1.656
19/10/2019,1.657
20/10/2019,1.658
21/10/2019,1.659
22/10/2019,1.66
23/10/2019,1.661
24/10/2019,1.662
25/10/2019,1.663
26/10/2019,1.664
27/10/2019,1.665
28/10/2019,1.666
29/10/2019,1.667
30/10/2019,1.668
31/10/2019,1.669
01/11/2019,1.67
02/11/2019,1.671
03/11/2019,1.672
04/11/2019,1.673
05/11/2019,1.674
06/11/2019,1.675
07/11/2019,1.676
08/11/2019,1.677
09/11/2019,1.678
10/11/2019,1.679
11/11/2019,1.68
12/11/2019,1.681
13/11/2019,1.682
14/11/2019,1.683
15/11/2019,1.684
16/11/2019,1.685
17/11/2019,1.686
18/11/2019,1.687
19/11/2019,1.688
20/11/2019,1.689
21/11/2019,1.69
22/11/2019,1.691
23/11/2019,1.692
24/11/2019,1.693
25/11/2019,1.694
26/11/2019,1.695
27/11/2019,1.696
28/11/2019,1.697
29/11/2019,1.698
30/11/2019,1.699
01/12/2019,1.7
02/12/2019,1.701
03/12/2019,1.702
04/12/2019,1.703
05/12/2019,1.704
06/12/2019,1.705
07/12/2019,1.706
08/12/2019,1.707
09/12/2019,1.708
10/12/2019,1.709
11/12/2019,1.71
12/12/2019,1.711
13/12/2019,1.712
14/12/2019,1.713
15/12/2019,1.714
16/12/2019,1.715
17/12/2019,1.716
18/12/2019,1.717
19/12/2019,1.718
20/12/2019,1.719
21/12/2019,1.72
22/12/2019,1.721
23/12/2019,1.722
24/12/2019,1.723
25/12/2019,1.724
26/12/2019,1.725
27/12/2019,1.726
28/12/2019,1.727
29/12/2019,1.728
30/12/2019,1.729
31/12/2019,1.73
01/01/2020,1.731
02/01/2020,1.732
03/01/2020,1.733
04/01/2020,1.734
05/01/2020,1.735
06/01/2020,1.736
07/01/2020,1.737
08/01/2020,1.738
09/01/2020,1.739
10/01/2020,1.74
11/01/2020,1.741
12/01/2020,1.742
13/01/2020,1.743
14/01/2020,1.744
15/01/2020,1.745
16/01/2020,1.746
17/01/2020,1.747
18/01/2020,1.748
19/01/2020,1.749
20/01/2020,1.75
21/01/2020,1.751
22/01/2020,1.752
23/01/2020,1.753
24/01/2020,1.754
25/01/2020,1.755
26/01/2020,1.756
27/01/2020,1.757
28/01/2020,1.758
29/01/2020,1.759
30/01/2020,1.76
31/01/2020,1.761
01/02/2020,1.762
02/02/2020,1.763
03/02/2020,1.764
04/02/2020,1.765
05/02/2020,1.766
06/02/2020,1.767
07/02/2020,1.768
08/02/2020,1.769
09/02/2020,1.77
10/02/2020,1.771
11/02/2020,1.772
12/02/2020,1.773
13/02/2020,1.774
14/02/2020,1.775
15/02/2020,1.776
16/02/2020,1.777
17/02/2020,1.778
18/02/2020,1.779
19/02/2020,1.78
20/02/2020,1.781
21/02/2020,1.782
22/02/2020,1.783
23/02/2020,1.784
24/02/2020,1.785
25/02/2020,1.786
26/02/2020,1.787
27/02/2020,1.788
28/02/2020,1.789
29/02/2020,1.79
01/03/2020,1.791
02/03/2020,1.792
03/03/2020,1.793
04/03/2020,1.794
05/03/2020,1.795
06/03/2020,1.796
07/03/2020,1.797
08/03/2020,1.798
09/03/2020,1.799
10/03/2020,1.8
11/03/2020,1.801
12/03/2020,1.802
13/03/2020,1.803
14/03/2020,1.804
15/03/2020,1.805
16/03/2020,1.806
17/03/2020,1.807
18/03/2020,1.808
19/03/2020,1.809
20/03/2020,1.81
21/03/2020,1.811
22/03/2020,1.812
23/03/2020,1.813
24/03/2020,1.814
25/03/2020,1.815
26/03/2020,1.816
27/03/2020,1.817
28/03/2020,1.818
29/03/2020,1.819
30/03/2020,1.82
31/03/2020,1.821
01/04/2020,1.822
02/04/2020,1.823
03/04/2020,1.824
04/04/2020,1.825
05/04/2020,1.826
06/04/2020,1.827
07/04/2020,1.828
08/04/2020,1.829
09/04/2020,1.83
10/04/2020,1.831
11/04/2020,1.832
12/04/2020,1.833
13/04/2020,1.834
14/04/2020,1.835
15/04/2020,1.836
16/04/2020,1.837
17/04/2020,1.838
18/04/2020,1.839
19/04/2020,1.84
20/04/2020,1.841
21/04/2020,1.842
22/04/2020,1.843
23/04/2020,1.844
24/04/2020,1.845
25/04/2020,1.846
26/04/2020,1.847
27/04/2020,1.848
28/04/2020,1.849
29/04/2020,1.85
30/04/2020,1.851
01/05/2020,1.852
02/05/2020,1.853
03/05/2020,1.854
04/05/2020,1.855
05/05/2020,1.856
06/05/2020,1.857
07/05/2020,1.858
08/05/2020,1.859
09/05/2020,1.86
10/05/2020,1.861
11/05/2020,1.862
12/05/2020,1.863
13/05/2020,1.864
14/05/2020,1.865
15/05/2020,1.866
16/05/2020,1.867
17/05/2020,1.868
18/05/2020,1.869
19/05/2020,1.87
20/05/2020,1.871
21/05/2020,1.872
22/05/2020,1.873
23/05/2020,1.874
24/05/2020,1.875
25/05/2020,1.876
26/05/2020,1.877
27/05/2020,1.878
28/05/2020,1.879
29/05/2020,1.88
30/05/2020,1.881
31/05/2020,1.882
01/06/2020,1.883
02/06/2020,1.884
03/06/2020,1.885
04/06/2020,1.886
05/06/2020,1.887
06/06/2020,1.888
07/06/2020,1.889
08/06/2020,1.89
09/06/2020,1.891
10/06/2020,1.892
11/06/2020,1.893
12/06/2020,1.894
13/06/2020,1.895
14/06/2020,1.896
15/06/2020,1.897
16/06/2020,1.898
17/06/2020,1.899
18/06/2020,1.9
19/06/2020,1.901
20/06/2020,1.902
21/06/2020,1.903
22/06/2020,1.904
23/06/2020,1.905
24/06/2020,1.906
25/06/2020,1.907
26/06/2020,1.908
27/06/2020,1.909
28/06/2020,1.91
29/06/2020,1.911
30/06/2020,1.912
01/07/2020,1.913
02/07/2020,1.914
03/07/2020,1.915
04/07/2020,1.916
05/07/2020,1.917
06/07/2020,1.918
07/07/2020,1.919
08/07/2020,1.92
09/07/2020,1.921
10/07/2020,1.922
11/07/2020,1.923
12/07/2020,1.924
13/07/2020,1.925
14/07/2020,1.926
15/07/2020,1.927
16/07/2020,1.928
17/07/2020,1.929
18/07/2020,1.93
19/07/2020,1.931
20/07/2020,1.932
21/07/2020,1.933
22/07/2020,1.934
23/07/2020,1.935
24/07/2020,1.936
25/07/2020,1.937
26/07/2020,1.938
27/07/2020,1.939
28/07/2020,1.94
29/07/2020,1.941
30/07/2020,1.942
31/07/2020,1.943
01/08/2020,1.944
02/08/2020,1.945
03/08/2020,1.946
04/08/2020,1.947
05/08/2020,1.948
06/08/2020,1.949
07/08/2020,1.95
08/08/2020,1.951
09/08/2020,1.952
10/08/2020,1.953
11/08/2020,1.954
12/08/2020,1.955
13/08/2020,1.956
14/08/2020,1.957
15/08/2020,1.958
16/08/2020,1.959
17/08/2020,1.96
18/08/2020,1.961
19/08/2020,1.962
20/08/2020,1.963
21/08/2020,1.964
22/08/2020,1.965
23/08/2020,1.966
24/08/2020,1.967
25/08/2020,1.968
26/08/2020,1.969
27/08/2020,1.97
28/08/2020,1.971
29/08/2020,1.972
30/08/2020,1.973
31/08/2020,1.974
01/09/2020,1.975
02/09/2020,1.976
03/09/2020,1.977
04/09/2020,1.978
05/09/2020,1.979
06/09/2020,1.98
07/09/2020,1.981
08/09/2020,1.982
09/09/2020,1.983
10/09/2020,1.984
11/09/2020,1.985
12/09/2020,1.986
13/09/2020,1.987
14/09/2020,1.988
15/09/2020,1.989
16/09/2020,1.99
17/09/2020,1.991
18/09/2020,1.992
19/09/2020,1.993
20/09/2020,1.994
21/09/2020,1.995
22/09/2020,1.996
23/09/2020,1.997
24/09/2020,1.998
25/09/2020,1.999
26/09/2020,2
